x,corp_code,corp_name,stock_code,modify_date,corp_name_eng,stock_name,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
349,00118451,동일제강(주),002690,20190227,"DONG IL STEEL MFG CO., LTD",동일제강,"김익중, 김우진, 김준년",Y,1101110032005,1138107346,경기도 안성시 미양면 안성맞춤대로 474-40,www.dongil-steel.com,,031-677-1234,,24122,19590713,12
350,00131896,(주)선광,003100,20191206,"SUN KWANG Co.,Ltd",선광,"심충식,이도희(공동대표)",K,1201110000034,1218101455,인천 중구 항동 34-2,www.sun-kwang.co.kr,,032 -8806-562,032-880-6570,52942,19610125,12
351,00146214,일성신약(주),003120,20190225,"ILSUNG PHARMACEUTICAL CO.,LTD",일성신약,"윤석근, 윤종욱",Y,1101110039019,1068100710,서울특별시 용산구  원효로84길 9,www.ilsung-ph.co.kr,,02-3271-8800,717-4799,21210,19610215,12
352,00118275,(주)디아이,003160,20190604,DI CORPORATION,디아이,"박원호, 장일선",Y,1101110039209,2118124974,서울특별시 강남구  논현로 703,www.di.co.kr,,02-546-5501,02-541-3695,27212,19610316,12
353,00120021,(주)LG,003550,20200114,LG Corp.,LG,"구광모, 권영수",Y,1101110003543,1168118750,서울특별시 영등포구  여의대로 128,www.lg.co.kr,,02-3773-5114,02-3773-2292,64992,19470105,12
354,00154426,(주)아이에이치큐,003560,20190227,"IHQ, INC",아이에이치큐,전용주,Y,1101110042393,2118120395,서울특별시 강남구 선릉로 629 싸이더스HQ타워,www.ihq.co.kr,,02-6005-6000,02-6005-6007,591,19620824,12
355,00128555,삼천리(주),004690,20200128,"SAMCHULLY CO.,LTD",삼천리,"이찬의, 유재권",Y,1101110005929,1168100755,"서울특별시 영등포구  국제금융로6길 42 (여의도동, 삼천리빌딩)",www.samchully.co.kr,,02-368-3300,02-368-5042,35200,19660707,12
356,00148939,조광피혁(주),004700,20190718,"CHOKWANG LEATHER CO.,LTD",조광피혁,이연석,Y,1501110001036,3158107132,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",www.chokwang.co.kr,,043-270-5311-3,02-553-6997,15110,19660803,12
357,00124726,(주)빙그레,005180,20191211,"BINGGRAE CO.,LTD",빙그레,전창원,Y,1152110000287,1328100631,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레,www.bing.co.kr,,02-2022-6000,02-2022-6201,10501,19670913,12
358,00116356,(주)동성화학,005190,20190819,"DONGSUNG CHEMICAL CO.,LTD",동성화학,이경석,Y,1801110007690,6038107586,부산광역시 사하구  신산로 99,www.dschem.co.kr,,051-200-4500,051-202-9515,201,19670916,12
359,00108135,(주)녹십자홀딩스,005250,20190724,Green Cross Holdings,녹십자홀딩스,"허일섭, 허용준",Y,1345110000014,1358105009,경기 용인시 구성읍 동백리 (주)녹십자 303,www.greencross.com,,031-260-9300,031)260-9405,715,19671005,12
360,00153126,(주)크라운해태홀딩스,005740,20190306,"CROWNHAITAI Holdings CO.,LTD",크라운해태홀딩스,윤석빈,Y,1101110093552,2168100486,서울특별시 용산구 한강대로72길 3,www.crown.co.kr,,02-791-9123,02-791-9119,64992,19680918,12
361,00109754,대림비앤코(주),005750,20190225,"DAELIM B&Co CO.,LTD",대림비앤코,강태식,Y,1942110000018,6098100261,경상남도 창원시 성산구  공단로 52,www.daelimbnco.com,,055-280-8400,02-3141-9342,23222,19680920,12
362,00148832,(주)제주은행,006220,20200106,Jeju Bank,제주은행,서현주,Y,2201110000819,6168100615,제주특별자치도 제주시  오현길 90 (이도일동),www.e-jejubank.com,,064-720-0200,064-752-0188,64121,19690919,12
363,00105952,(주)LS,006260,20200114,LS Corp.,LS,이광우,Y,1101110003965,1168119007,서울특별시 용산구 한강대로 92 LS용산타워 -,www.lsholdings.co.kr,,02-2189-9988,02)2189-9759,64992,19620515,12
364,00104786,(주)미래아이앤지,007120,20191227,"MiraeING.Co.,Ltd.",미래아이앤지,김학수,Y,1101110100951,1148110728,서울특별시 강남구 도산대로 514 청담동,www.miraeing.co.kr,,02-3470-4400,02-581-3107,620,19710301,12
365,00124799,사조산업(주),007160,20190314,"SAJO INDUSTRIES CO.,LTD",사조산업,이창주,Y,1101110112328,1108109699,서울특별시 서대문구  통일로 107-39 사조산업빌딩 5층,www.sajo.co.kr,,02-3277-1600,02)392-1100,03111,19710319,12
366,00163114,(주)서연,007860,20190114,SEOYON CO. LTD,서연,유양석,Y,1101110129026,1138101115,경기도 안양시 동안구 부림로170번길 41-22(관양동) -,www.seo-yon.com,http://seo-yon.com/kr/stockinfo/,031-420-3000,031-420-3100,64992,19720421,12
367,00154329,태평양물산(주),007980,20190315,"PAN-PACIFIC CO.,LTD",태평양물산,임석원,Y,1301110010031,1348105011,서울특별시 구로구 디지털로31길 12 태평양물산,www.panpacific.co.kr,,02-850-9000,02-830-1011,141,19720630,12
368,00117629,동양철관(주),008970,20191128,"DONGYANG STEEL PIPE CO.,LTD",동양철관,한흥수,Y,1201110002056,1228100857,충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주),www.dysp.co.kr,,02-6903-0200,02)777-7663,2413,19730628,12
369,00151128,(주)모토닉,009680,20191206,MOTONIC CORPORATION,모토닉,"김영봉, 신현돈(각자 대표이사)",Y,1101110161317,1018102940,"서울특별시 중구 청계천로 100 동관 9층(수표동, 시그니쳐타워)",www.motonic.co.kr,,053-589-6262,02)720-9292,303,19740307,12
370,00116426,(주)코센,009730,20191203,"KOSSEN Co.,Ltd.",코센,"정행석, 김택환",K,1101110162191,2068134034,전라북도 부안군  행안면 부안농공단지길 29,www.kossen.co.kr,,02-598-5133,02-598-5362,2413,19740325,12
371,00155124,평화홀딩스(주),010770,20191227,"Pyung Hwa Holdings Co.,Ltd.",평화홀딩스,"김종석, 김동관",Y,1701110006412,5148106346,대구광역시 달성군  논공읍 논공로 597,www.phhc.co.kr,,053-610-8500,053-610-8597,303,19501030,12
372,00115977,아이에스동서(주),010780,20200107,"IS DONGSEO CO., LTD.",아이에스동서,권민석,Y,1101110208383,2118631577,서울특별시 강남구  영동대로 741,www.isdongseo.co.kr,,02-3218-6701,(02)512-5100,23232,19750901,12
373,00148522,퍼스텍(주),010820,20191205,"FIRSTEC CO.,LTD.",퍼스텍,"김용민, 손경석",Y,1942110000133,6098101805,경상남도 창원시 성산구  남면로 485 퍼스텍(주),www.firsteccom.co.kr,,055-212-1606,055-284-7141,252,19750925,12
374,00106368,금호석유화학(주),011780,20200128,"KUMHO PETRO CHEMICAL CO.,LTD",금호석유화학,"박찬구, 문동준",Y,1101110205975,1028131147,"서울특별시 중구 청계천로 100 (수표동, 시그니쳐타워)",www.kkpc.com,,02-6961-1114,02-6961-1279,201,19761210,12
375,00137234,(주)모베이스전자,012860,20191216,"MOBASE ELECTRONICS CO.,LTD.",모베이스전자,김호,K,1301110008961,1348102523,경기도 수원시 권선구 산업로156번길 100 (고색동),www.seoyonelec.com,,031-5174-3000,03151743050,303,19780107,12
376,00134176,(주)세우글로벌,013000,20190430,"SEWOO GLOBAL CO,. LTD",세우글로벌,안백순,Y,1101110227177,1078107055,인천광역시 남구 염전로261번길 26-48,www.sewoo21.co.kr,,032-868-1100,032-868-0961,467,19780301,12
377,00103015,고려제약(주),014570,20190322,"KOREAN DRUG CO., LTD.",고려제약,"박해룡, 박상훈 (각자대표)",K,1344110001840,1268104796,경기도 이천시  신둔면 원적로 69-10,www.nicepharma.com,,02-529-6100,02  -529 -6114,21210,19800110,12
378,00122481,(주)백광소재,014580,20190225,"BAEKKWANG MINERAL PRODUCTS CO.,LTD",백광소재,김민정,Y,1101110301111,1098127101,서울특별시 강서구  공항대로 467 (등촌동),www.bkmp.co.kr,,02-3661-8018,02)3661-1338,23312,19800122,12
379,00180263,(주)리더스코스메틱,016100,20190222,"LEADERS COSMETICS CO., LTD.",리더스코스메틱,김진구,K,1341110021539,1348112735,서울특별시 광진구 능동로 90 더클래식 500 씨 404호,www.leaderscosmetics.com,,02-3453-8768,02-3453-9014,204,19861224,12
380,00133751,세명전기공업(주),017510,20190422,SemyungElectricMachinery,세명전기,"권재기, 권철현",K,1801110052091,6068108323,부산광역시 사상구 대동로 188,www.semyung-elec.com,,051 -316 -6887,051 -324 -3995,2599,19840203,12
381,00135111,(주)수산중공업,017550,20190830,"SOOSAN HEAVY INDUSTRIES CO.,LTD",수산중공업,김병현,Y,1348110002981,1248131958,경기도 화성시  양감면 정문송산로 260,www.soosan.co.kr,,031-352-7733,031)350-5295,29241,19840302,12
382,00133991,(주)세아특수강,019440,20190828,"SeAH SPECIAL STEEL CO., LTD",세아특수강,전주병,Y,1746110005478,5068104497,경상북도 포항시 남구  괴동로 40,www.seahsp.co.kr,,054-285-4771,054-285-4095,24122,19861101,12
383,00156150,(주)하이트론씨스템즈,019490,20191213,HITRON SYSTEMS INC,하이트론씨스템즈,최영덕,Y,1243110017841,3128106094,경기도 안성시  삼죽면 서동대로 5953-85,www.hitron.co.kr,,031-670-9100,0316709099,265,19861110,12
384,00155212,(주)포스코아이씨티,022100,20190319,POSCO ICT COMPANY LTD.,포스코 ICT,손건재,K,1101110658637,2198100428,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티,www.poscoict.co.kr,,054-280-1114,031-723-2102,72129,19891115,12
385,00140061,(주)정산애강,022220,20190402,"JEONGSAN AIKANG CO.,LTD",정산애강,황광식,K,1545110001571,3128107981,충청북도 충주시 중앙탑면 기업도시로 422 -,www.akrmt.co.kr,,041-544-6711,041-544-6714,22211,19900122,12
386,00191588,(주)삼원강재,023000,20190228,"SAMWONSTEEL Co.,Ltd.",삼원강재,"허재철, 장범석 (각자대표)",Y,1746110014924,5068112319,경상북도 포항시 남구  대송면 철강산단로66번길 40,www.samwon-steel.co.kr,,054-278-1983-8,054-279-3597,303,19920721,12
387,00162832,한일단조공업(주),024740,20190228,HanilForgingIndustrial,한일단조,권병호,K,1243110019293,2038151830,충청북도 진천군 덕산면 습지길 87 한일단조공업주식회사,www.hifg.co.kr,,055-282-3201,055-284-7023,303,19660516,12
388,00173999,(주)유성티엔에스,024800,20191205,"YOOSUNG T&S CO.,LTD",유성티엔에스,"이명호, 이봉관(각자 대표이사)",K,1101110217607,2208119698,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",www.yoosungtns.co.kr,,02  -3416-6644,02-3416-6641,492,19770810,12
389,00145738,이화전기공업(주),024810,20191210,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",이화전기,소명섭,K,1101110054520,2158104548,서울특별시 강남구  논현로 746 석호빌딩,www.eti21.com,,02  -414 -8111,0234400289,2811,19650603,12
390,00173032,동화기업(주),025900,20191226,"DONGWHA ENTERPRISE CO.,LTD.",동화기업,김홍진,K,1201110004218,1378102333,인천광역시 서구 가정로97번길 28(가좌동),www.dongwha.co.kr,,02-2122-0651,02-6008-0687,16212,19480402,12
391,00116408,동신건설(주),025950,20190227,DongshinEngineering&Construction,동신건설,"김근한,김동한",K,1748110000820,5088102200,경상북도 안동시  서동문로 217,없음,,053 -756 -7701,0537567705,41221,19581008,12
392,00135795,(주)신도리코,029530,20191231,"SINDOH CO.,LTD ",신도리코,"황성식, 이병백, 권오성",Y,1101110034960,2188100328,서울특별시 성동구  성수이로24길 3 (주)신도리코,www.sindo.co.kr,,02-460-1114,02-464-3194,263,19600707,12
393,00126292,삼성카드(주),029780,20191226,"SAMSUNG CARD CO.,LTD",삼성카드,김대환,Y,1101110346901,2028145602,서울특별시 중구  세종대로 67,www.samsungcard.co.kr,,02-1588-8700,757-6056,64913,19830324,12
394,00197476,(주)코엔텍,029960,20191210,"Korea Environment Technology Co., LTD.",코엔텍,이민석,K,1812110024485,6108116574,울산광역시 남구 용잠동 산 157,www.koentec.co.kr,,(052)228-7300,052-228-7270,38210,19930716,12
395,00423177,(주)텔레칩스,054450,20190314,TelechipsInc.,텔레칩스,이장규,K,1101111799513,1208194951,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,www.telechips.com,,(02)3443-6792,02-3443-6739,2611,19991029,12
396,00250614,삼영엠텍(주),054540,20190226,SAMYOUNG M-TEK C0. LTD.,삼영엠텍,강문식,K,1943110005149,6088127893,경상남도 함안군 칠서면 삼칠로 631-35,www.symtek.co.kr,,(055)589-7000,055-586-0080,2511,19970129,12
397,00296078,에이피에스홀딩스(주),054620,20191205,APS Holdings Corporation,APS홀딩스,정기로,K,1101111315286,2298122962,경기도 화성시 동탄면 동탄산단9길 23-12 (동탄면),www.apsholdings.co.kr,,031-776-1800,031-776-1900,64992,19960829,12
398,00356927,(주)에이디칩스,054630,20191204,Advanced Digital Chips Inc.,에이디칩스,김미선,K,1101111261405,1208160709,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워)",www.adc.co.kr,,(031)463-7500,031-463-7518,339,19960416,12
399,00207375,대한뉴팜(주),054670,20200203,"DAEHAN NEW PHARM CO., LTD.",대한뉴팜,이완진,K,1101110383515,2298110729,경기도 화성시 향남읍 상신리 904-3,www.dhnp.co.kr,,02-3415-7804,02-581-1644,21230,19841020,12
400,00353762,(주)키이스트,054780,20200203,"KEYEAST Co., Ltd.",키이스트, 박성혜,K,1101111327869,1208166644,서울특별시 강남구 학동로11길 30 -,www.keyeast.co.kr,,02-3444-2002,02-3444-4290,59130,19961008,12
401,00359580,(주)아이디스홀딩스,054800,20191226,"IDIS Holdings Co., Ltd",아이디스홀딩스,김영달,K,1601110065824,3148120205,대전 유성구 관평동 1301,www.idisholdings.co.kr,www.idisholdings.co.kr,042-933-9677,042-930-9700,71600,19970924,12
402,00363592,(주)한컴위드,054920,20200116,Hancom WITH Inc.,한컴위드,"김현수, 홍승필(각자대표)",K,1101111673585,1168172773,경기도 성남시 분당구 대왕판교로644번길 49 한컴타워 9층,www.hsecure.co.kr,,031-622-6300,02-526-8455,58221,19990331,12
403,00144650,(주)유신,054930,20190220,Yooshin Engineering Corporation,유신,"한영수, 박석성(각자대표)",K,1101110061666,2208118141,서울특별시 강남구 역삼로4길 8,www.yooshin.co.kr,,(02)6202-0114,02-6202-0909,72111,19660117,12
404,00360577,(주)엑사이엔씨,054940,20190220,"EXA E&C, Inc",엑사이엔씨,"구자극, 원종일 (각자 대표이사)",K,1101110774376,1058147352,서울특별시 구로구  디지털로 288,www.exaenc.com,,(02) 3289-5100,02-3289-5261,424,19910503,12
405,00361381,(주)제이브이엠,054950,20190225,"JVMCO.,LTD",제이브이엠,이용희,K,1701110111352,5038131016,대구광역시 달서구  호산동로 121,www.myjvm.co.kr,,053-584-9999,053-592-9870,29192,19770620,12
406,00256955,(주)테이팩스,055490,20190328,TAPEX INC,테이팩스,심병섭,Y,1201110095499,1398115931,경기도 화성시 양감면 초록로532번길 62-16,tapex.co.kr,,031-8047-4100,031-8047-4292,2229,19940801,12
407,00382199,(주)신한금융지주회사,055550,20191216,"SHINHAN FINANCIAL GROUP CO.,LTD",신한지주,조용병,Y,1101112322438,1048164625,서울특별시 중구 세종대로9길 20 태평로2가,www.shinhangroup.com,,02-6360-3000,02-6360-3098,64992,20010901,12
408,00361266,(주)네스엠,056000,20191205,"NESM Co.,Ltd",네스엠,신현종,K,1101111319858,2138627332,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차807호,www.sincetimes.co.kr,,02-557-9482,02-6900-0011,582,19960911,12
409,00234227,(주) 유진로봇,056080,20191202,"Yujin Robot Co., Ltd.",유진로봇,신 경 철,K,1101110991467,2118642832,인천광역시 연수구 하모니로187번길 33 송도동,www.yujinrobot.com,,032-550-2304,02-2026-1440,292,19931207,12
410,00346610,유앤아이(주),056090,20190222,U&I CORPORATION,유앤아이,구자교,K,1101111453648,2178113679,경기도 의정부시 산단로76번길 20,www.youic.com,,031-860-6800,031-852-0107,27192,19970821,12
411,00358271,(주)에스에프에이,056190,20190903,SFA Engineering Corporation,에스에프에이,김영민,K,1942110032714,6098135227,경기도 화성시 동탄면 영천로 38,www.sfa.co.kr,http://www.sfa.co.kr/ir/finance,031-379-1793,031-379-1769,292,19981218,12
412,00360674,코위버(주),056360,20190225,"COWEAVER Co.,Ltd.",코위버,황인환,K,1101111883225,1058608183,서울특별시 강서구 마곡중앙8로7길 45 (마곡동),www.coweaver.co.kr,,(02)3140-3300,(02)338-2984,26410,20000218,12
413,00228350,신화인터텍(주),056700,20191213,SHINWHA INTERTEK CORP.,신화인터텍,김학태,K,1348110011677,1248135935,충남 천안시 동남구 병천면 매봉로 308,www.shinwha.com,,041-590-3300,041-590-3306,2229,19880527,12
414,00318662,(주)포스링크,056730,20191204,Fourth-Link Inc.,포스링크,경규관,K,1101111347940,1208168259,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층",http://fourthlink.co.kr,,031-724-2222,031-724-2049,467,19961202,12
415,00307222,(주)와이비엠넷,057030,20191203,"YBM NET, Inc.",YBM넷,오재환,K,1101111990335,2208189608,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층",www.ybmsisa.com,,(02) 2008-5200,02-2008-5209,857,20000607,12
416,00412597,(주)현대홈쇼핑,057050,20191205,HYUNDAI HOME SHOPPING NETWORK CORPORATION,현대홈쇼핑,"정교선,강찬석(각자 대표이사)",Y,1101112248882,2118676540,서울특별시 강동구  올림픽로70길 34,www.hmall.com,,02-2143-2000,02)2143-2790,47919,20010529,12
417,00307189,에스케이씨 솔믹스(주),057500,20190517,"SKC solmics Co., Ltd.",SKC 솔믹스,오준록,K,1347110014631,1258116042,경기도 평택시  경기대로 1043,www.skcsolmics.com,,(031)660-8400,031-660-8401,2629,19950719,12
418,00265005,옴니시스템(주),057540,20190228,"OmnisystemCo.,Ltd",옴니시스템,박혜린,K,1211110054981,1308151696,경기도 여주군  가남면 연삼로 284,www.omnisystem.co.kr,,031-883-5400,031-883-5462,272,19970217,12
419,00372688,(주)옴니텔,057680,20191211,"Omnitel, Inc.",옴니텔,김상우,K,1101111577604,2208154389,서울특별시 동작구 여의대방로62길 1 3층,www.omnitel.co.kr,,02-2181-8000,02-2082-2201,58222,19980821,12
420,00410739,(주)필로시스헬스케어,057880,20200109,"Philosys Healthcare Co., Ltd",필로시스헬스케어,최인환,K,1311110033389,1298125015,경기도 성남시 분당구  정자일로 23  토필드 빌딜,philosyshealthcare.co.kr,,031-778-0800,031-778-0701,474,19980506,12
421,00270113,(주)멕아이씨에스,058110,20200106,"MEKICS Co., Ltd",멕아이씨에스,김종철,K,1341110063143,1388118411,경기도 파주시 상지석길 21,www.mek-ics.com,,070-7119-2500,031-735-2761,27112,19981126,12
422,00441128,(주)아리온테크놀로지,058220,20200121,ARIONTECHNOLOGYINC.,아리온,채명진,K,1341110069357,1238151500,경기도 안양시 동안구 시민대로327번길 24 (관양동),www.arion.co.kr,,031-361-3000,031-361-3099,264,19991028,12
423,00208134,(주)케이엔엔,058400,20191211,KOREA NEW NETWORK CORPORATION,KNN,김병근,K,1801110162585,6078128429,부산광역시 해운대구  센텀서로 30 케이엔엔타워,www.knn.co.kr,,051-850-9214,051-850-9299,60210,19940907,12
424,00359474,(주)제이웨이,058420,20191209,"J way Co.,Ltd.",제이웨이,김성진,K,1101111025439,1138129812,광주광역시 광산구 평동로800번길 33 2층,jway.kr,,02-3400-8500,02-400-4554,59130,19940406,12
425,00155258,포스코강판(주),058430,20190329,"POSCO COATED & COLOR STEEL Co.,Ltd.",포스코강판,윤양수,Y,1746110006492,5068105517,경상북도 포항시 남구  철강로 173 포스코강판주식회사,www.poscocnc.com,,054-280-6114,054-280-6199,2419,19880215,12
426,00146427,(주)일야,058450,20190221,"ILYA CO., LTD.",일야,강정훈,K,1101110226327,1398101169,인천광역시 남동구  은봉로 129,www.ilya.co.kr,,032-815-3500,032-815-3509,26422,19780224,12
427,00369657,리노공업(주),058470,20191211,LEENO Industrial Inc,리노공업,이채윤,K,1801110220664,6038129824,부산광역시 강서구 미음산단로105번길 10,www.leeno.co.kr,,051-831-3232,051-831-3233,2629,19961220,12
428,00353018,(주)슈펙스비앤피,058530,20191212,"SUPEX BNP CO., LTD.",슈펙스비앤피,윤강혁,K,1101111005879,1078144588,경기 안산시 단원구 성곡동 728-3 시화공단 4바 204호,www.supexbnp.com,www.supexbnp.com,031-628-2603,031-628-2626,464,19940125,12
429,00220686,(주)에스피지,058610,20190227,"SPG CO., LTD",에스피지,"이준호, 여영길(각자 대표이사)",K,1243110031213,1398111459,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",www.spg.co.kr,www.spg.co.kr,(032)820-8200,0328229076,28111,19910321,12
430,00397058,주식회사 엠게임,058630,20190712,MGAME CORP.,엠게임,권이형,K,1101111838212,1148193597,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차,www.mgamecorp.com,,02-523-5854,02-583-4852,5821,19991228,12
431,00377610,(주)세아홀딩스,058650,20190909,SEAH HOLDINGS CORP,세아홀딩스,"이태성, 천정철",Y,1101112276809,1048163174,서울특별시 마포구 양화로 45,www.seahholdings.co.kr,,02-6970-0110,02-6970-0127,241,20010701,12
432,00353878,다스코(주),058730,20191204,"Development  Advance Solution Co., Ltd.",다스코,한상원,Y,2052110005288,4088125446,전라남도 화순군  동면 동농공길 26-2,www.dasco.kr,http://www.dasco.kr,061-370-2114,061)370-2199,25112,19960126,12
433,00380429,(주)CMG제약,058820,20190819,"CMG Pharmaceutical Co., Ltd.",CMG제약,이주형,K,1350110115846,1348171976,서울특별시 강남구 도산대로66길 14 (청담동),www.skynewpharm.com,,02-3453-8816,031-881-7670,212,20010801,12
434,00372882,(주)케이티씨에스,058850,20191220,ktcs corporation,KTcs,양승규,Y,1601110119712,3148142683,대전광역시 서구 갈마로 160,www.ktcs.co.kr,,042-604-5138,042-604-5151,63991,20010702,12
435,00372873,(주)케이티아이에스,058860,20191216,ktis Corporation,KTis,이응호,Y,1101112271510,1018171660,서울특별시 영등포구 여의대로 14 케이티빌딩 10층,www.ktis.co.kr,,02-3215-2054,02-3215-2059,63991,20010627,12
436,00396925,(주)엠로,058970,20190225,"EMRO., Incorporated",엠로,송재민,N,1101111906887,2208181381,"서울특별시 영등포구 당산로41길 11, 이동 5층(당산동4가, 당산에스케이브이1센터)",www.emro.co.kr,,02-785-9848,02-785-6990,582,20000315,12
437,00366942,(주)미코,059090,20200203,MiCo Ltd.,미코,하태형,K,1346110012744,1258129377,경기도 안성시 대덕면 모산로 53 -,www.mico.kr,,031-610-7967,031-612-6237,261,19990716,12
438,00407285,(주)아이컴포넌트,059100,20191216,"i-Components Co., Ltd",아이컴포넌트,김양국,K,1301110060490,1248172828,경기도 평택시 팽성읍 추팔산단1길 23,www.i-components.co.kr,,031-719-4316,031-653-5993,26211,20000512,12
439,00404288,(주)아진엑스텍,059120,20190227,"AJINEXTEK Co., Ltd.",아진엑스텍,김창호,K,1801110248369,6218129249,대구광역시 달서구 성서공단로11길 27,www.ajinextek.com,,053-593-3700,053-593-3703,2611,19971229,12
440,00317681,(주)메타바이오메드,059210,20190321,"METABIOMED.CO.,LTD",메타바이오메드,오석송,K,1501110041925,3158135211,충청북도 청주시 흥덕구  오송읍 오송생명1로 270,wwwlmeta-biomed.com,,043-218-1981,043-218-1985,21300,19990701,12
441,00375931,인선이엔티(주),060150,20190226,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,인선이엔티,이준길,K,1159110017303,1288131815,경기도 고양시 일산동구  동국로 240 인선ENT(주),www.insun.co.kr,,031-969-1500,031-966-3607,38230,19971106,12
442,00363510,(주)이그잭스,060230,20191128,exax Inc.,이그잭스,정집훈,K,1101111833486,1148193374,충청남도 천안시 서북구 2공단7길 50 (차암동),www.exax.co.kr,,02-6959-2176,070-8677-7198,262,19991222,12
443,00373571,(주)룽투코리아,060240,20191204,LONGTU KOREA Inc.,룽투코리아,양 성 휘,K,1101110958590,1078149583,"경기도 안양시 동안구 부림로 170 41-13(관양동 1736-1), 4층",www.longtukorea.kr/,,031-8068-6602,0226403620,582,19930715,12
444,00357740,엔에이치엔한국사이버결제(주),060250,20191202,NHN KCP Corp.,NHN한국사이버결제,박준석,K,1101111113929,1058168890,서울특별시 구로구 디지털로26길 72 -,www.kcp.co.kr,,(02)2108-1000,0504-984-9901,639,19941228,12
445,00351375,(주)뉴보텍,060260,20191230,"NUVOTEC Co., Ltd",뉴보텍,황문기,K,1412110004279,2248104616,강원도 원주시 태장공단길 42-4 -,www.nuvotec.co.kr,,033-734-6001,02-485-0808,22211,19901101,12
446,00356802,큐렉소(주),060280,20191204,"CUREXO, INC.",큐렉소,이재준,K,1101110839071,1068138424,"서울특별시 서초구  강남대로 577 잠원동, 4층",www.curexo.com,,031-478-0660,031-478-4498,47812,19920229,12
447,00364795,(주)레드로버,060300,20191224,"REDROVER CO.,LTD",레드로버,이수철,K,1101111282740,1138138005,서울특별시 강남구 학동로23길 55 코데즈빌딩,www.redrover.co.kr,,031-5171-3800,031-601-7901,59112,19960615,12
448,00378363,(주)삼에스코리아,060310,20190801,"3S KOREA CO., LTD",3S,"박종익, 김세완 (각자 대표이사)",K,1101110746474,1298116215,서울특별시 금천구  시흥대로71길 30-1,www.3sref.com,,02-896-9474,02-896-9376,292,19910128,03
449,00225742,(주)케이티서브마린,060370,20190909,"KT Submarine Co., Ltd.",KT서브마린,김형준,K,1801110181428,6188118519,부산광역시 해운대구 송정광어골로 42,www.ktsubmarine.co.kr,,(051)704-0004,051-704-0322,423,19950417,12
450,00178851,(주)동양에스텍,060380,20190228,"Dongyang S·TEC Co., Ltd.",동양에스텍,조남욱,K,1601110004426,3068103597,대전광역시 중구 중앙로 164번길 20(은행동) 동양빌딩 4층,www.dystec.co.kr,,042-221-6900,042-221-6023,24121,19811112,12
451,00203847,국일신동(주),060480,20190604,"KUKIL METAL CO., LTD",국일신동,"김연경,손인국 (각자대표)",K,1201110082793,1398102120,경기도 안산시 단원구 번영2로 58,www.kukilmetal.com,,031-499-9192,031-431-9195,24221,19930226,12
452,00379229,(주)에스에이티,060540,20190228,SystemandApplicationTechnologiesInc.,에스에이티,정성원,K,1101111622540,2298135230,"경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)",www.satech.co.kr,,031-450-1400,031-450-1300,27215,19981221,12
453,00288495,(주)홈센타홀딩스,060560,20191203,"Home Center Holdings Co.,Ltd",홈센타홀딩스,박 병 윤,K,1760110003901,5048117069,대구광역시 북구 노원로 139-6,www.home-center.co.kr,,053-210-5140,053-351-6711,467,19880725,12
454,00364467,(주)드림어스컴퍼니,060570,20191230,Dreamus Company,드림어스컴퍼니,이기영,K,1101111637383,2148629288,서울특별시 서초구  방배로18길 5 BH빌딩,www.iriver.co.kr,,(02)3019-1700,0230197576,467,19990120,12
455,00362292,(주)씨티씨바이오,060590,20200103,"CTC BIO, INC.",씨티씨바이오,"성기홍, 전홍열",K,1101111227077,2158151094,서울특별시 송파구 중대로 296 삼보빌딩 6층,www.ctcbio.com,,070-4033-0200,02-449-6966,464,19951228,12
456,00838500,엘브이엠씨홀딩스(주),900140,20190502,"LVMC Holdings CO,.LTD",엘브이엠씨,"오세영, 노성석, 김선발 (각자 대표이사)",Y,,1048407756,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands",http://www.lvmcholdings.net,,070-8615-4824,02-6050-7700,451,20090616,12
457,01107665,차이나크리스탈신소재홀딩스,900250,20190611,"China Crystal New Material Holdings Co.,  Ltd.",크리스탈신소재,허위에룬 (HE YUE LUN),K,,BS-266537,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands",www.crystalnewmaterial.com,http://crystalnewmaterial.com,86-510-68171266,,64992,20120223,12
